Port_ID,Total_Invested,Total_Profit,ROI,PnL,Sharpe_Ratio,Win_Positions,Total_Positions,Win_Rate,MDD,ROI_Normalized,PnL_Normalized,Sharpe_Ratio_Normalized,Win_Rate_Normalized,MDD_Normalized,Weighted_Score,Rank
3672754654734989568,61735.9474515,566.59765978,0.9177759201397554,566.59765978,0.18527447769074115,210,474,44.303797468354425,80.77703672000018,0.028874039144166894,0.007869536984717053,0.2744394732569461,0.5519948726165678,0.9962144135840174,0.024376417307726148,92.0
3733192481840423936,580774.2607,2923.97719988,0.5034619124400876,2923.97719988,0.06026543766319221,553,689,80.2612481857765,2743.12,0.0158393553899067,0.04061143973990219,0.08926871727844204,1.0,0.871444679935394,0.049228449540082334,67.0
3768170840939476993,766.6038269999999,243.66889897,31.78550515767253,243.66889897,0.4242774564031249,6,14,42.857142857142854,0.0,1.0,0.003384344039144556,0.6284647680638928,0.5339705502454145,1.0,0.48010531184906335,1.0
3784403294629753856,377877.8240722,2521.81430468,0.6673623441311455,2521.81430468,0.10658506601925931,1829,6050,30.231404958677686,271.29198097000017,0.020995807391472415,0.03502575521927402,0.15788008008425294,0.3766625319444652,0.9872860000858295,-0.010580281274914671,129.0
3786761687746711808,32724.3367,205.02139999,0.6265104832208868,205.02139999,0.2151504978408805,37,82,45.1219512195122,123.46026665,0.019710571850693297,0.00284756469080059,0.3186935946837739,0.5621885061526927,0.9942140795537737,0.029274659744164183,86.0
3788465932399412480,844241.5157699999,13960.966456670001,1.6536697373780231,13960.966456670001,0.15291214877945766,1369,3069,44.607363962202676,1772.2194397900003,0.052025907065971315,0.19390539296582687,0.22650248479269786,0.5557771025308796,0.9169455811969872,0.08816562980806542,36.0
3818233536529843712,441852.67387999996,6419.607907139999,1.45288425003024,6419.607907139999,0.15428219254946454,482,1421,33.919774806474315,2036.5375697500006,0.04570901871224582,0.08916263768585991,0.2285318743517242,0.4226170857443183,0.9045584082713092,0.04254464140830205,71.0
3819545518395756033,73408.1116,980.06319996,1.3350884236068539,980.06319996,0.21472291715119343,26,68,38.23529411764706,0.0,0.04200305821738951,0.013612205180021483,0.31806023697193386,0.4763854909052228,1.0,0.03213548132587132,83.0
3826087012661391104,3032.332094,532.65697373,17.56591815203734,532.65697373,0.6751014185094156,63,108,58.333333333333336,12.925980130000028,0.5526392632396845,0.0073981310769325875,1.0,0.7267932489451476,0.9993942286473939,0.396015046648729,2.0
3858510226868015873,392221.61361999996,-280.97295039,-0.07163627414531466,-280.97295039,-0.013558252740182589,243,996,24.397590361445783,827.30973014,-0.0022537403067832877,-0.0039024640971120797,-0.020083282849735994,0.30397721083247997,0.9612284307100271,-0.07181401390954886,146.0
3865845304835489536,99032.33105460001,1406.06618669,1.4198052007023707,1406.06618669,0.24357476133916586,451,882,51.13378684807256,78.66142699000001,0.044668322672847365,0.01952900734431803,0.36079728861622695,0.6370918469859311,0.9963135608637471,0.059963317607898164,57.0
3878631538480067329,476104.60403080005,3921.2330411600005,0.8236074610415506,3921.2330411600005,0.1560663569165325,1415,2811,50.337958022056206,1039.8421924400013,0.0259114164445722,0.054462435399194715,0.23117468374028582,0.6271763666762518,0.9512681742447264,0.040529053188797015,74.0
3879821005658659073,96319.2789052,4268.00656095,4.43110310777003,4268.00656095,0.13094012831820384,289,872,33.142201834862384,1961.0298660699996,0.13940640822882847,0.05927881081516009,0.19395623343128499,0.41292906083580794,0.9080970493128699,0.06282065437463023,55.0
3880920727367689984,81158.76199999999,-176.82699999000002,-0.21787789221082507,-176.82699999000002,-0.03862775677475677,49,145,33.793103448275865,609.39066665,-0.006854630471658013,-0.002455969579645247,-0.057217709392530375,0.42103884766477523,0.9714411282789034,-0.06996241300247567,145.0
3886752488982104320,398885.0601117,7195.178324640001,1.803822465204671,7195.178324640001,0.2217135876666527,931,1249,74.5396317053643,38.20810000000006,0.05674984419019863,0.09993462020188117,0.3284152300497062,0.928712590325425,0.9982093913045873,0.11141368964866881,24.0
3887577207880438784,556719.408655,2417.51403674,0.43424281588827046,2417.51403674,0.08791090507202144,2893,6050,47.81818181818182,577.6136464800004,0.01366166162010645,0.03357711736858394,0.13021881255430268,0.5957816866677625,0.9729303467595583,0.003866696360298724,115.0
3891020560590657281,73072.0626997,2856.30056379,3.9088818055244614,2856.30056379,0.4324770259531958,283,437,64.75972540045767,0.0,0.1229768659058394,0.03967147152521121,0.6406104536235159,0.806861678135901,1.0,0.16990044635819243,10.0
3907081197088384000,822097.0044959,18015.997370259996,2.1914685580574753,18015.997370259996,0.2227292925910845,2540,4137,61.39714769156394,2060.707122380003,0.0689455318449922,0.25022616167683426,0.32991975203200985,0.7649662705151455,0.9034257109871334,0.15478406760025032,14.0
3910887259807777281,110052.13039,1803.3020100100002,1.6385889156525217,1803.3020100100002,0.10829621222172861,17,75,22.666666666666664,663.3218999799999,0.051551451126048614,0.02504625922369407,0.16041473066497225,0.2824110910186859,0.9689136606645748,-0.008432852614066774,128.0
3910983669796782848,472762.57406599994,6761.648048249999,1.4302418209834944,6761.648048249999,0.33103886186548676,274,640,42.8125,201.72342223000032,0.04499666794310035,0.09391327068665298,0.49035426795043796,0.5334143309222422,0.9905463052621448,0.09853030453933337,26.0
3911997667197443328,49743.846079999996,605.72231024,1.217682905471068,605.72231024,0.17285573562279435,30,64,46.875,229.55157354000002,0.03830937716518053,0.008412943542253219,0.2560441007581493,0.5840302893309222,0.9892421490828806,0.0285352681051822,88.0
